,label,review
534,0,"the master of disguise is funny--not "" ha ha "" funny , "" dead circus performer "" funny . and for all the wrong reasons besides . "
961,0,"mr . goyer's loose , unaccountable direction is technically sophisticated in the worst way . "
2985,0,"reggio falls victim to relying on the very digital technology that he fervently scorns , creating a meandering , inarticulate and ultimately disappointing film . "
6526,1,a stunning and overwhelmingly cogent case for kissinger as a calculating war criminal . 
1692,0,what the director can&#8217 ; t do is make either of val kilmer&#8217 ; s two personas interesting or worth caring about . 
3232,0,yet another arnold vehicle that fails to make adequate use of his particular talents . 
5599,1,it's solid and affecting and exactly as thought-provoking as it should be . 
3461,0,it's hard to imagine another director ever making his wife look so bad in a major movie . 
6870,1,delightfully rendered
10340,1,the lady and the duke is eric rohmer's economical antidote to the bloated costume drama
6301,1,the two leads chomp considerably more scenery with their acting than fire-breathing monsters barbecue with their breath . . . 
9307,1,"the film is darkly atmospheric , with herrmann quietly suggesting the sadness and obsession beneath hearst's forced avuncular chortles . "
4789,0,"it's clear why deuces wild , which was shot two years ago , has been gathering dust on mgm's shelf . "
7732,1,"armed with a game supporting cast , from the pitch-perfect forster to the always hilarious meara and levy , like mike shoots and scores , doing its namesake proud . "
3262,0,its inescapable absurdities are tantamount to insulting the intelligence of anyone who hasn't been living under a rock ( since sept . 11 ) . 
6562,1,"this nickleby thing might have more homosexual undertones than an eddie murphy film . and just when you think it can't get any more gay , in pops nathan lane . "
10621,1,"this chicago has hugely imaginative and successful casting to its great credit , as well as one terrific score and attitude to spare . "
8644,1,"stuart's poor-me persona needs a whole bunch of snowball's cynicism to cut through the sugar coating . but once the falcon arrives in the skies above manhattan , the adventure is on red alert . "
4687,0,so much about the film is loopy and ludicrous . . . that it could have been a hoot in a bad-movie way if the laborious pacing and endless exposition had been tightened . 
1451,0,"a mess . the screenplay does too much meandering , norton has to recite bland police procedural details , fiennes wanders around in an attempt to seem weird and distanced , hopkins looks like a drag queen . "
10088,1,"the strength of the film comes not from any cinematic razzle-dazzle but from its recovery of an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting . "
7542,1,"it's full of cheesy dialogue , but great trashy fun that finally returns de palma to his pulpy thrillers of the early '80s . "
7406,1,"once the downward spiral comes to pass , auto focus bears out as your typical junkie opera . . . "
1769,0,no one but a convict guilty of some truly heinous crime should have to sit through the master of disguise . 
1085,0,"not counting a few gross-out comedies i've been trying to forget , this is the first film in a long time that made me want to bolt the theater in the first 10 minutes . "
4589,0,grant isn't cary and bullock isn't katherine . 
6675,1,psychologically savvy . 
8322,1,"[russell] makes good b movies ( the mask , the blob ) , and the scorpion king more than ably meets those standards . "
828,0,a movie so bad that it quickly enters the pantheon of wreckage that includes battlefield earth and showgirls . 
2347,0,"a boring , formulaic mix of serial killers and stalk'n'slash . "
1172,0,"as social exposé , skins has its heart in the right place , but that's not much to hang a soap opera on . "
7604,1,"a mix of gritty realism , crisp storytelling and radiant compassion that effortlessly draws you in . "
7802,1,"these characters are so well established that the gang feels comfortable with taking insane liberties and doing the goofiest stuff out of left field , and i'm all for that . "
5275,0,the hanukkah spirit seems fried in pork . 
1480,0,the narrative is so consistently unimaginative that probably the only way to have saved the film is with the aid of those wisecracking mystery science theater 3000 guys . 
7794,1,"between bursts of automatic gunfire , the story offers a trenchant critique of capitalism . "
1334,0,"although . . . visually striking and slickly staged , it's also cold , grey , antiseptic and emotionally desiccated . "
3424,0,"director shekhar kapur and screenwriters michael schiffer and hossein amini have tried hard to modernize and reconceptualize things , but the barriers finally prove to be too great . "
4273,0,[gayton's script] telegraphs every discovery and layers on the gloss of convenience . 
6796,1,"writer-director's mehta's effort has tons of charm and the whimsy is in the mixture , the intoxicating masala , of cultures and film genres . "
561,0,so devoid of pleasure or sensuality that it cannot even be dubbed hedonistic . 
1171,0,none of the characters or plot-lines are fleshed-out enough to build any interest . 
947,0,"after you laugh once ( maybe twice ) , you will have completely forgotten the movie by the time you get back to your car in the parking lot . "
6541,1,will amuse and provoke adventurous adults in specialty venues . 
5939,1,"in the end , punch-drunk love is one of those films that i wanted to like much more than i actually did . sometimes , that's enough . "
1422,0,"downbeat , period-perfect biopic hammers home a heavy-handed moralistic message . "
9262,1,"what a concept , what an idea , what a thrill ride . this is a more fascinating look at the future than "" bladerunner "" and one of the most high-concept sci fi adventures attempted for the screen . "
3486,0,kapur weighs down the tale with bogus profundities . 
5158,0,"belongs in the too-hot-for-tv direct-to-video/dvd category , and this is why i have given it a one-star rating . "
5395,1,the invincible werner herzog is alive and well and living in la
5606,1,"the film has just enough of everything -- re-enactments , archival footage , talking-head interviews -- and the music is simply sublime . "
8385,1,"the work of an artist tormented by his heritage , using his storytelling ability to honor the many faceless victims . "
4753,0,"perry's good and his is an interesting character , but "" serving sara "" hasn't much more to serve than silly fluff . nor is it a romantic comedy . "
907,0,"without a fresh infusion of creativity , 4ever is neither a promise nor a threat so much as wishful thinking . "
1356,0,not completely loveable -- but what underdog movie since the bad news bears has been ? -- but certainly hard to hate . 
9993,1,"at the end of the movie , my 6-year-old nephew said , "" i guess i come from a broken family , and my uncles are all aliens , too . "" congrats disney on a job well done , i enjoyed it just as much ! "
6603,1,"much as we might be interested in gratuitous sexualization , haneke has a different objective in mind--namely the implications of our craving for fake stimulation . "
9579,1,stock up on silver bullets for director neil marshall's intense freight train of a film . 
1568,0,"the last 20 minutes are somewhat redeeming , but most of the movie is the same teenage american road-trip drek we've seen before - only this time you have to read the fart jokes"
2636,0,cho's fans are sure to be entertained ; it's only fair in the interest of full disclosure to say that -- on the basis of this film alone -- i'm not one of them . 
4635,0,"when one hears harry shearer is going to make his debut as a film director , one would hope for the best"
2144,0,every good actor needs to do his or her own hamlet . for benigni it wasn't shakespeare whom he wanted to define his career with but pinocchio . it might as well have been problem child iv . 
7033,1,"it's good , hard-edged stuff , violent and a bit exploitative but also nicely done , morally alert and street-smart . "
5798,1,"the film delivers not just the full assault of reno's immense wit and insight , but a time travel back to what it felt like during those unforgettably uncertain days . "
9079,1,"more than their unique residences , home movie is about the people who live in them , who have carved their own comfortable niche in the world and have been kind enough to share it . "
4133,0," . . . post-september 11 , "" the sum of all fears "" seems more tacky and reprehensible , manipulating our collective fear without bestowing the subject with the intelligence or sincerity it unequivocally deserves . "
4763,0,snipes relies too much on a scorchingly plotted dramatic scenario for its own good . 
2509,0,"this movie is about lying , cheating , but loving the friends you betray . "
10417,1,"the artwork is spectacular and unlike most animaton from japan , the characters move with grace and panache . "
5719,1,[anderson] uses a hit-or-miss aesthetic that hits often enough to keep the film entertaining even if none of it makes a lick of sense . 
5755,1,"if the message seems more facile than the earlier films , the images have such a terrible beauty you may not care . "
5916,1," . . . ambition is in short supply in the cinema , and egoyan tackles his themes and explores his characters' crises with seriousness and compassion . "
7268,1,'stock up on silver bullets for director neil marshall's intense freight train of a film . '
7384,1,"it provides a grim , upsetting glimpse at the lives of some of the 1 . 2 million palestinians who live in the crowded cities and refugee camps of gaza . "
3106,0,like leafing through an album of photos accompanied by the sketchiest of captions . 
5706,1,"often gruelling and heartbreaking to witness , but seldahl and wollter's sterling performances raise this far above the level of the usual maudlin disease movie . "
7196,1,an average coming-of-age tale elevated by the wholesome twist of a pesky mother interfering during her son's discovery of his homosexuality . 
6892,1,it has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing . 
7218,1,the film has several strong performances . 
4299,0,'wouldn't it be nice if all guys got a taste of what it's like on the other side of the bra ? '
492,0,"although the sequel has all the outward elements of the original , the first film's lovely flakiness is gone , replaced by the forced funniness found in the dullest kiddie flicks . "
2418,0,"feel bad for king , who's honestly trying , and schwartzman , who's shot himself in the foot . "
4558,0,it's crap on a leash--far too polite to scale the lunatic heights of joe dante's similarly styled gremlins . 
6377,1,"entertains by providing good , lively company . "
3090,0,"godard uses his characters -- if that's not too glorified a term -- as art things , mouthpieces , visual motifs , blanks . "
1776,0,"this is an egotistical endeavor from the daughter of horror director dario argento ( a producer here ) , but her raw performance and utter fearlessness make it strangely magnetic . "
1988,0,"it's not original , and , robbed of the element of surprise , it doesn't have any huge laughs in its story of irresponsible cops who love to play pranks . "
866,0,a pathetically inane and unimaginative cross between xxx and vertical limit . 
1929,0,"jason x is positively anti-darwinian : nine sequels and 400 years later , the teens are none the wiser and jason still kills on auto-pilot . "
3624,0,"a waterlogged version of 'fatal attraction' for the teeny-bopper set . . . a sad , soggy potboiler that wastes the talents of its attractive young leads . "
3283,0,"a worthy idea , but the uninspired scripts , acting and direction never rise above the level of an after-school tv special . "
8967,1,the story has some nice twists but the ending and some of the back-story is a little tired . the performances are all solid ; it merely lacks originality to make it a great movie . 
7847,1,touché ! 
2961,0,murder by numbers is like a couple of mediocre tv-movie -of-the-week films clumsily stuck together . 
118,0,wow . i have not been this disappointed by a movie in a long time . 
9192,1,"shot in rich , shadowy black-and-white , devils chronicles , with increasingly amused irony , the relationship between reluctant captors and befuddled captives . "
1857,0,"manages to be somewhat well-acted , not badly art-directed and utterly unengaging no matter how hard it tries to be thrilling , touching or , yikes , uproarious . "
8161,1,at once a testament to the divine calling of education and a demonstration of the painstaking process of imparting knowledge . 
5271,0,two hours of sepia-tinted heavy metal images and surround sound effects of people moaning . 
10047,1,"smith examines the intimate , unguarded moments of folks who live in unusual homes -- which pop up in nearly every corner of the country . "
4821,0,"while hollywood ending has its share of belly laughs ( including a knockout of a closing line ) , the movie winds up feeling like a great missed opportunity . "
3770,0,"kids don't mind crappy movies as much as adults , provided there's lots of cute animals and clumsy people . 'snow dogs' has both . "
9585,1,the film's heady yet far from impenetrable theory suggests that russians take comfort in their closed-off nationalist reality . 
195,0,"a feature-length , r-rated , road-trip version of mama's family . "
415,0,children and adults enamored of all things pokemon won't be disappointed . 
6648,1,"it just may inspire a few younger moviegoers to read stevenson's book , which is a treasure in and of itself . "
6046,1,"hilarious , touching and wonderfully dyspeptic . "
9147,1,labute's careful handling makes the material seem genuine rather than pandering . 
7003,1,this version does justice both to stevenson and to the sci-fi genre . 
10583,1,"this is a movie that refreshes the mind and spirit along with the body , so original is its content , look , and style . "
1398,0,"while it is welcome to see a chinese film depict a homosexual relationship in a mature and frank fashion , lan yu never catches dramatic fire . "
2506,0, . . . silly humbuggery . . . 
6279,1,"it takes this never-ending confusion and hatred , puts a human face on it , evokes shame among all who are party to it and even promotes understanding . "
5494,1,"there are as many misses as hits , but ultimately , it finds humor in the foibles of human behavior , and it's a welcome return to the roots of a genre that should depend on surprises . "
1076,0,"despite auteuil's performance , it's a rather listless amble down the middle of the road , where the thematic ironies are too obvious and the sexual politics too smug . "
3175,0,excruciatingly unfunny and pitifully unromantic . 
6742,1,i just loved every minute of this film . 
7686,1,judith and zaza's extended bedroom sequence . . . is so intimate and sensual and funny and psychologically self-revealing that it makes most of what passes for sex in the movies look like cheap hysterics . 
6960,1,time out is existential drama without any of the pretension associated with the term . 
1659,0,the film's few ideas are stretched to the point of evaporation ; the whole central section is one big chase that seems to have no goal and no urgency . it's just filler . 
796,0,viewers of barney's crushingly self-indulgent spectacle will see nothing in it to match the ordeal of sitting through it . 
3138,0,i hate the feeling of having been slimed in the name of high art . 
7535,1,the writing is clever and the cast is appealing . 
1775,0,more maudlin than sharp . 
5391,1,this is the best american movie about troubled teens since 1998's whatever . 
1548,0,"when the film ended , i felt tired and drained and wanted to lie on my own deathbed for a while . "
2543,0,"the more kevin costner rests on his pretty-boy laurels , the public is , regrettably , going to have tepid films like dragonfly tossed at them . "
8090,1, . . . pray doesn't have a passion for the material . he nonetheless appreciates the art and reveals a music scene that transcends culture and race . 
10133,1,fresnadillo has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense . 
9434,1,this is a film that manages to find greatness in the hue of its drastic iconography . 
4992,0,"the punch lines that miss , unfortunately , outnumber the hits by three-to-one . but death to smoochy keeps firing until the bitter end . "
882,0,"loses its sense of humor in a vat of failed jokes , twitchy acting , and general boorishness . "
3627,0,"it's not the worst comedy of the year , but it certainly won't win any honors . "
1241,0,it's splash without the jokes . 
1329,0," . . . will always be remembered for the 9-11 terrorist attacks . after seeing the film , i can tell you that there's no other reason why anyone should bother remembering it . "
8999,1,"with few respites , marshall keeps the energy humming , and his edits , unlike those in moulin rouge , are crisp and purposeful without overdoing it . "
10326,1,"[washington's] strong hand , keen eye , sweet spirit and good taste are reflected in almost every scene . "
4737,0, . . . really horrible drek . 
4258,0,"[the film's] taste for "" shock humor "" will wear thin on all but those weaned on the comedy of tom green and the farrelly brothers . "
9633,1,"broomfield reminds us that beneath the hype , the celebrity , the high life , the conspiracies and the mystery there were once a couple of bright young men -- promising , talented , charismatic and tragically doomed . "
10379,1,my wife's plotting is nothing special ; it's the delivery that matters here . 
6335,1,"a movie that will touch the hearts of both children and adults , as well as bring audiences to the edge of their seats . "
1863,0,you wonder why enough wasn't just a music video rather than a full-length movie . 
945,0,'christian bale's quinn [is] a leather clad grunge-pirate with a hairdo like gandalf in a wind-tunnel and a simply astounding cor-blimey-luv-a-duck cockney accent . '
5037,0,the armenian genocide deserves a more engaged and honest treatment . 
2603,0,"the humor is hinged on the belief that knees in the crotch , elbows in the face and spit in the eye are inherently funny . "
2273,0,"a broadly played , lowbrow comedy in which the cast delivers mildly amusing performances and no farm animals were injured by any of the gags . "
8113,1,"it's a strange film , one that was hard for me to warm up to . "
10110,1,"carrying off a spot-on scottish burr , duvall ( also a producer ) peels layers from this character that may well not have existed on paper . "
2735,0,"this film looks like it was produced in 1954 , shelved for 48 years , and repackaged for a 2002 audience . "
3508,0,"jonah is only so-so . . . the addition of a biblical message will either improve the film for you , or it will lessen it . "
8348,1,a poignant comedy that offers food for thought . 
7320,1,"by the standards of knucklehead swill , the hot chick is pretty damned funny . "
4577,0, . . . about as exciting to watch as two last-place basketball teams playing one another on the final day of the season . 
2342,0,"whatever eyre's failings as a dramatist , he deserves credit for bringing audiences into this hard and bitter place . "
4569,0,i can't remember the last time i saw a movie where i wanted so badly for the protagonist to fail . 
8400,1,a uniquely sensual metaphorical dramatization of sexual obsession that spends a bit too much time on its fairly ludicrous plot . 
3629,0,"a loud , witless mess that has none of the charm and little of the intrigue from the tv series . "
8658,1,"the movie itself is far from disappointing , offering an original take on courtroom movies , a few nifty twists that are so crucial to the genre and another first-rate performance by top-billed star bruce willis . "
7694,1,an intoxicating experience . 
764,0,"only for young children , if them . their parents would do well to cram earplugs in their ears and put pillowcases over their heads for 87 minutes . "
1564,0,"though moonlight mile is replete with acclaimed actors and actresses and tackles a subject that's potentially moving , the movie is too predictable and too self-conscious to reach a level of high drama . "
5001,0,it's supposed to be post-feminist breezy but ends up as tedious as the chatter of parrots raised on oprah . 
6816,1,"essentially an exceptionally well-written , well-edited , well-directed , well-acted , bald rip-off of aliens . "
9453,1,"it's the cute frissons of discovery and humor between chaplin and kidman that keep this nicely wound clock not just ticking , but humming . "
4198,0,"the problem , amazingly enough , is the screenplay . "
5319,0,narc is all menace and atmosphere . 
10227,1,"an unusually dry-eyed , even analytical approach to material that is generally played for maximum moisture . "
8303,1,"it's about individual moments of mood , and an aimlessness that's actually sort of amazing . "
4075,0,"worthless , from its pseudo-rock-video opening to the idiocy of its last frames . "
4496,0,"feels like the work of an artist who is simply tired -- of fighting the same fights , of putting the weight of the world on his shoulders , of playing with narrative form . "
4298,0,there isn't one moment in the film that surprises or delights . 
8050,1," . . . in no way original , or even all that memorable , but as downtown saturday matinee brain candy , it doesn't disappoint . "
6230,1,"finds a way to tell a simple story , perhaps the simplest story of all , in a way that seems compelling and even original . "
3312,0,"despite its raucous intent , xxx is as conventional as a nike ad and as rebellious as spring break . "
5620,1,"somewhat blurred , but kinnear's performance is razor sharp . "
10641,1,a marvelous performance by allison lohman as an identity-seeking foster child . 
6654,1,"a lean , deftly shot , well-acted , weirdly retro thriller that recalls a raft of '60s and '70s european-set spy pictures . "
6693,1,"gives you the steady pulse of life in a beautiful city viewed through the eyes of a character who , in spite of tragic loss and increasing decrepitude , knows in his bones that he is one of the luckiest men alive . "
4424,0,this is just lazy writing . even kids deserve better . 
8609,1,but this is not a movie about an inhuman monster ; it's about a very human one . 
8988,1,"the film has a kind of hard , cold effect . "
3970,0,"stitch is a bad mannered , ugly and destructive little * * * * . no cute factor here… . not that i mind ugly ; the problem is he has no character , loveable or otherwise . "
4449,0,"none of this sounds promising and , indeed , the first half of sorority boys is as appalling as any 'comedy' to ever spill from a projector's lens . "
7260,1,the performances are remarkable . 
7792,1,"lavishly , exhilaratingly tasteless . "
328,0,the trappings of i spy are so familiar you might as well be watching a rerun . 
5057,0,"nothing happens , and it happens to flat characters . "
5988,1,"while undercover brother is definitely one for the masses , it's also full of sharp , smart satire . "
2792,0,"this pep-talk for faith , hope and charity does little to offend , but if saccharine earnestness were a crime , the film's producers would be in the clink for life . "
2433,0,"for a shoot-'em-up , ballistic is oddly lifeless . "
4164,0,"this pathetic junk is barely an hour long . nevertheless , it still seems endless . "
2400,0,so relentlessly wholesome it made me want to swipe something . 
9865,1,"a powerful , inflammatory film about religion that dares to question an ancient faith , and about hatred that offers no easy , comfortable resolution . "
6829,1,"this film seems thirsty for reflection , itself taking on adolescent qualities . "
3706,0,"muddled , melodramatic paranormal romance is an all-time low for kevin costner . "
6791,1,"preaches to two completely different choirs at the same time , which is a pretty amazing accomplishment . "
2356,0,"it's really yet another anemic and formulaic lethal weapon-derived buddy-cop movie , trying to pass off its lack of imagination as hip knowingness . "
10359,1,nothing short of a masterpiece -- and a challenging one . 
8842,1,alternates between deadpan comedy and heartbreaking loneliness and isn't afraid to provoke introspection in both its characters and its audience . 
10485,1,"even when he's not at his most critically insightful , godard can still be smarter than any 50 other filmmakers still at work . "
10643,1,"critics need a good laugh , too , and this too-extreme-for-tv rendition of the notorious mtv show delivers the outrageous , sickening , sidesplitting goods in steaming , visceral heaps . "
5068,0,"ultimately , sarah's dedication to finding her husband seems more psychotic than romantic , and nothing in the movie makes a convincing case that one woman's broken heart outweighs all the loss we witness . "
2269,0,"just like hearst's enormous yacht , it's slow and unwieldy and takes a long time to reach its destination . "
3555,0,"the filmmakers know how to please the eye , but it is not always the prettiest pictures that tell the best story . "
1702,0,"the words , 'frankly , my dear , i don't give a damn , ' have never been more appropriate . "
514,0,it all looks and plays like a $40 million version of a game you're more likely to enjoy on a computer . 
3229,0,that frenetic spectacle [on the tv show] has usually been leavened by a charm that's conspicuously missing from the girls' big-screen blowout . 
5493,1,"if you can get past the fantastical aspects and harsh realities of "" the isle "" you'll get a sock-you-in-the-eye flick that is a visual tour-de-force and a story that is unlike any you will likely see anywhere else . "
65,0,"isn't as sharp as the original . . . despite some visual virtues , 'blade ii' just doesn't cut it . "
9265,1,sayles has an eye for the ways people of different ethnicities talk to and about others outside the group . 
4369,0,the most surprising thing about this film is that they are actually releasing it into theaters . 
385,0,a rather average action film that benefits from several funny moments supplied by epps . 
2782,0, . . . surprisingly inert for a movie in which the main character travels back and forth between epochs . 
1604,0,"it has its moments of swaggering camaraderie , but more often just feels generic , derivative and done to death . "
6034,1,"the movie has lots of dancing and fabulous music . there are slow and repetitive parts , but it has just enough spice to keep it interesting . "
8618,1,"the filmmakers try to balance pointed , often incisive satire and unabashed sweetness , with results that are sometimes bracing , sometimes baffling and quite often , and in unexpected ways , touching . "
799,0,"the piano teacher , like its title character , is repellantly out of control . "
9877,1,"cool gadgets and creatures keep this fresh . not as good as the original , but what is . . . "
3819,0,woody allen used to ridicule movies like hollywood ending . now he makes them . 
16,0,"such master screenwriting comes courtesy of john pogue , the yale grad who previously gave us "" the skulls "" and last year's "" rollerball . "" enough said , except : film overboard ! "
7073,1,top-notch action powers this romantic drama . 
1685,0,if only the story about a multi-million dollar con bothered to include the con . 
3426,0,the thought of watching this film with an audience full of teenagers fixating on its body humour and reinforcement of stereotypes ( of which they'll get plenty ) fills me with revulsion . 
8763,1,"if you like blood , guts and crazy beasts stalking men with guns though . . . you will likely enjoy this monster . "
8526,1,"on its own staggeringly unoriginal terms , this gender-bending comedy is generally quite funny . "
7331,1,the film sparkles with the the wisdom and humor of its subjects . 
723,0,'the château is never quite able to overcome the cultural moat surrounding its ludicrous and contrived plot . '
2489,0,"bartleby is a one-joke movie , and a bad joke at that . "
4421,0,just dreadful . i don't blame eddie murphy but shouldn't owen wilson know a movie must have a story and a script ? 
6157,1,"what could have become just another cautionary fable is allowed to play out as a clever , charming tale – as pleasantly in its own way as its self-dramatizing characters . "
9290,1,devos delivers a perfect performance that captures the innocence and budding demons within a wallflower . 
3684,0,"a cross between blow and boyz n the hood , this movie strives to be more , but doesn't quite get there . good performances keep it from being a total rehash . "
7150,1,"jae-eun jeong's take care of my cat brings a beguiling freshness to a coming-of-age story with such a buoyant , expressive flow of images that it emerges as another key contribution to the flowering of the south korean cinema . "
10041,1,"moore provides an invaluable service by sparking debate and encouraging thought . better still , he does all of this , and more , while remaining one of the most savagely hilarious social critics this side of jonathan swift . "
3448,0,an artsploitation movie with too much exploitation and too little art . 
5163,0,"it's really just another silly hollywood action film , one among a multitude of simple-minded , yahoo-ing death shows . "
9431,1,"the culmination of everyone's efforts is given life when a selection appears in its final form [in "" last dance "" ] . "
8649,1,"nakata's technique is to imply terror by suggestion , rather than the overuse of special effects . "
10076,1,so original in its base concept that you cannot help but get caught up . 
8511,1,foster breathes life into a roll that could have otherwise been bland and run of the mill . 
7565,1,"amazing ! a college story that works even without vulgarity , sex scenes , and cussing ! "
6134,1,often hilarious . 
4303,0,"the secrets of time travel will have been discovered , indulged in and rejected as boring before i see this piece of crap again . "
1121,0,did the film inform and educate me ? yes . did it move me to care about what happened in 1915 armenia ? no . and that is where ararat went astray . 
1219,0,"bolstered by an astonishing voice cast ( excepting love hewitt ) , an interesting racial tension , and a storyline that i haven't encountered since at least pete's dragon . "
9728,1,"if you've grown tired of going where no man has gone before , but several movies have - take heart . this is the best star trek movie in a long time . "
6421,1,"while the ideas about techno-saturation are far from novel , they're presented with a wry dark humor . "
6425,1,"add yet another hat to a talented head , clooney's a good director . "
1754,0,this movie seems to have been written using mad-libs . there can be no other explanation . hilariously inept and ridiculous . 
8329,1,"demonstrates the unusual power of thoughtful , subjective filmmaking . "
1944,0,"deadeningly dull , mired in convoluted melodrama , nonsensical jargon and stiff-upper-lip laboriousness . "
8310,1,"despite a quieter middle section , involving aragorn's dreams of arwen , this is even better than the fellowship . there are scenes of cinematic perfection that steal your heart away . "
3980,0,"most fish stories are a little peculiar , but this is one that should be thrown back in the river . "
9338,1,the film has the courage of its convictions and excellent performances on its side . 
5253,0,"the film has too many spots where it's on slippery footing , but is acceptable entertainment for the entire family and one that's especially fit for the kiddies . "
7226,1,"call it magic realism or surrealism , but miss wonton floats beyond reality with a certain degree of wit and dignity . "
8013,1,"i am not generally a huge fan of cartoons derived from tv shows , but hey arnold ! the movie is clever , offbeat and even gritty enough to overcome my resistance . "
3163,0,"lucky break is perfectly inoffensive and harmless , but it's also drab and inert . "
8347,1,bouquet gives a performance that is masterly . 
1691,0,"to my taste , the film's comic characters come perilously close to being amoses and andys for a new generation . "
1664,0,they takes a long time to get to its gasp-inducing ending . 
3404,0,disreputable doings and exquisite trappings are dampened by a lackluster script and substandard performances . 
1795,0,what an embarrassment . 
7811,1,"the whole mildly pleasant outing -- the r rating is for brief nudity and a grisly corpse -- remains aloft not on its own self-referential hot air , but on the inspired performance of tim allen . "
1904,0,i can take infantile humor . . . but this is the sort of infantile that makes you wonder about changing the director and writer's diapers . 
3431,0,"both overstuffed and undernourished . . . the film can't be called a solid success , although there's plenty of evidence here to indicate clooney might have better luck next time . "
5062,0,"what we get in feardotcom is more like something from a bad clive barker movie . in other words , it's badder than bad . "
5362,1,"light , cute and forgettable . "
3905,0,"eddie murphy and owen wilson have a cute partnership in i spy , but the movie around them is so often nearly nothing that their charm doesn't do a load of good . "
3127,0,has all the scenic appeal of a cesspool . 
7381,1,psychologically revealing . 
186,0,it gets bogged down by hit-and-miss topical humour before getting to the truly good stuff . 
1948,0,the film makes a fatal mistake : it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life . 
3379,0,"goldbacher draws on an elegant visual sense and a talent for easy , seductive pacing . . . but she and writing partner laurence coriat don't manage an equally assured narrative coinage . "
4018,0,the type of dumbed-down exercise in stereotypes that gives the [teen comedy] genre a bad name . 
10165,1,one of the best looking and stylish animated movies in quite a while . . . 
5986,1,binoche and magimel are perfect in these roles . 
3016,0,schindler's list it ain't . 
10169,1,waiting for godard can be fruitful : 'in praise of love' is the director's epitaph for himself . 
26,0,"the criticism never rises above easy , cynical potshots at morally bankrupt characters . . . "
4560,0,this is the kind of movie where the big scene is a man shot out of a cannon into a vat of ice cream . 
6793,1,"birthday girl is an amusing joy ride , with some surprisingly violent moments . "
2638,0,"the period -- swinging london in the time of the mods and the rockers -- gets the once-over once again in gangster no . 1 , but falls apart long before the end . "
8452,1,terrific casting and solid execution give all three stories life . 
2179,0,"de niro and mcdormand give solid performances , but their screen time is sabotaged by the story's inability to create interest . "
5996,1,"a triumph , relentless and beautiful in its downbeat darkness . "
5709,1,george clooney proves he's quite a talented director and sam rockwell shows us he's a world-class actor with confessions of a dangerous mind . 
2363,0,the tone shifts abruptly from tense to celebratory to soppy . 
1557,0,"the lower your expectations , the more you'll enjoy it . "
7916,1,refreshing . 
901,0,trying to make head or tail of the story in the hip-hop indie snipes is enough to give you brain strain -- and the pay-off is negligible . 
1431,0,"'all in all , reign of fire will be a good ( successful ) rental . '"
10658,1,"standing in the shadows of motown is the best kind of documentary , one that makes a depleted yesterday feel very much like a brand-new tomorrow . "
7129,1,it somehow managed to make its way past my crappola radar and find a small place in my heart
10490,1,works as pretty contagious fun . 
6525,1,the wanton slipperiness of * corpus and its amiable jerking and reshaping of physical time and space would make it a great piece to watch with kids and use to introduce video as art . 
1006,0,in comparison to his earlier films it seems a disappointingly thin slice of lower-class london life ; despite the title . . . amounts to surprisingly little . 
6643,1,"audrey tatou has a knack for picking roles that magnify her outrageous charm , and in this literate french comedy , she's as morning-glory exuberant as she was in amélie . "
5837,1,too sincere to exploit its subjects and too honest to manipulate its audience . 
7942,1,the movie is not as terrible as the synergistic impulse that created it . 
8647,1,"director juan jose campanella could have turned this into an argentine retread of "" iris "" or "" american beauty , "" but instead pulls a little from each film and creates something more beautiful than either of those films . "
10488,1,this seductive tease of a thriller gets the job done . it's a scorcher . 
6673,1,"anchored by friel and williams's exceptional performances , the film's power lies in its complexity . nothing is black and white . "
5327,0,"as it stands , crocodile hunter has the hurried , badly cobbled look of the 1959 godzilla , which combined scenes of a japanese monster flick with canned shots of raymond burr commenting on the monster's path of destruction . "
2231,0,"there are touching moments in etoiles , but for the most part this is a dull , dour documentary on what ought to be a joyful or at least fascinating subject . "
4377,0,rather less than the sum of its underventilated père-fils confrontations . 
767,0,a sub-formulaic slap in the face to seasonal cheer . 
2046,0,"the overall effect is so completely inane that one would have to be mighty bored to even think of staying with this for more than , say , ten . . . make that three minutes . "
8678,1,"in a summer overrun with movies dominated by cgi aliens and super heroes , it revigorates the mind to see a feature that concentrates on people , a project in which the script and characters hold sway . "
3850,0,slackers' jokey approach to college education is disappointingly simplistic -- the film's biggest problem -- and there are no unforgettably stupid stunts or uproariously rude lines of dialogue to remember it by . 
5550,1,"daring , mesmerizing and exceedingly hard to forget . "
7248,1,"a positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a shakespearean tragedy or a juicy soap opera . "
234,0,the most anti-human big studio picture since 3000 miles to graceland . 
7282,1,a perfectly pleasant if slightly pokey comedy . 
1793,0,a non-mystery mystery . 
8700,1,many a parent and their teen ( or preteen ) kid could bond while watching a walk to remember . so could young romantics out on a date . 
8540,1,solondz is so intent on hammering home his message that he forgets to make it entertaining . 
1387,0,it's a 100-year old mystery that is constantly being interrupted by elizabeth hurley in a bathing suit . 
